0.00.938.819 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.939.137 W srv  llama_server: -----------------
0.00.939.139 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.939.139 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.939.139 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.939.140 W srv  llama_server: -----------------
0.00.940.506 I srv    load_model: loading model '/home/REDACTED/Bonsai-demo/models/bonsai2-gguf/27B/Ternary-Bonsai-2-27B-PQ2_0.gguf'
0.08.368.481 I cmn          init: llama threadpool init, n_threads = 20
0.09.282.420 I srv    load_model: initializing, n_slots = 12, n_ctx_slot = 1024, kv_unified = 'false'
0.09.286.239 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.09.286.284 I srv  llama_server: model loaded
0.09.286.288 I srv  llama_server: listening on http://127.0.0.1:8095
1.54.965.156 I slot get_availabl: id 11 | task -1 | selected slot by LRU, t_last = -1
46.10.965.907 I slot print_timing: id 11 | task 16993 | n_gen =    145, tg =   7.40 t/s, tg_3s =   7.30 t/s
46.11.508.281 I slot print_timing: id  3 | task 17023 | n_gen =    123, tg =   7.93 t/s, tg_3s =   7.54 t/s
46.11.718.059 I slot print_timing: id  1 | task 16896 | n_gen =    243, tg =   7.36 t/s, tg_3s =   7.60 t/s
46.11.823.907 I slot print_timing: id 10 | task 16972 | n_gen =    172, tg =   7.41 t/s, tg_3s =   7.61 t/s
46.12.032.307 I slot print_timing: id  0 | task 16975 | n_gen =    172, tg =   7.51 t/s, tg_3s =   7.76 t/s
46.12.032.706 I slot print_timing: id  2 | task 16999 | n_gen =    150, tg =   7.72 t/s, tg_3s =   7.76 t/s
46.12.371.334 I slot print_timing: id  8 | task 16926 | n_gen =    222, tg =   7.59 t/s, tg_3s =   8.46 t/s
46.12.371.559 I slot print_timing: id  9 | task 17002 | n_gen =    151, tg =   7.86 t/s, tg_3s =   8.46 t/s
46.13.197.510 I slot print_timing: id  1 | task 16896 | prompt eval time =     482.96 ms /    34 tokens (   14.20 ms per token,    70.40 tokens per second)
46.13.197.514 I slot print_timing: id  1 | task 16896 |        eval time =   34380.42 ms /   256 tokens (  134.83 ms per token,     7.42 tokens per second)
46.13.197.514 I slot print_timing: id  1 | task 16896 |       total time =   34863.38 ms /   290 tokens
46.13.197.514 I slot print_timing: id  1 | task 16896 |    graphs reused =      13834
46.13.197.552 I slot      release: id  1 | task 16896 | stop processing: n_tokens = 289, truncated = 0
46.13.199.746 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 46027583289
46.13.199.791 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 315.070 MiB)
46.13.301.022 I slot launch_slot_: id  1 | task 17166 | processing task, is_child = 0
46.13.561.189 I slot print_timing: id  6 | task 16913 | n_gen =    242, tg =   7.51 t/s, tg_3s =   8.21 t/s
46.14.024.998 I slot print_timing: id 11 | task 16993 | n_gen =    169, tg =   7.46 t/s, tg_3s =   7.85 t/s
46.14.602.598 I slot print_timing: id  3 | task 17023 | n_gen =    147, tg =   7.90 t/s, tg_3s =   7.76 t/s
46.14.871.525 I slot print_timing: id 10 | task 16972 | n_gen =    195, tg =   7.43 t/s, tg_3s =   7.55 t/s
46.14.976.168 I slot print_timing: id  7 | task 17074 | n_gen =    100, tg =   7.81 t/s, tg_3s =   7.89 t/s
46.15.082.919 I slot print_timing: id  0 | task 16975 | n_gen =    195, tg =   7.51 t/s, tg_3s =   7.54 t/s
46.15.083.332 I slot print_timing: id  2 | task 16999 | n_gen =    173, tg =   7.69 t/s, tg_3s =   7.54 t/s
46.15.299.066 I slot print_timing: id  6 | task 16913 | prompt eval time =     545.76 ms /    25 tokens (   21.83 ms per token,    45.81 tokens per second)
46.15.299.071 I slot print_timing: id  6 | task 16913 |        eval time =   33844.53 ms /   256 tokens (  132.72 ms per token,     7.53 tokens per second)
46.15.299.071 I slot print_timing: id  6 | task 16913 |       total time =   34390.28 ms /   281 tokens
46.15.299.072 I slot print_timing: id  6 | task 16913 |    graphs reused =      13846
46.15.299.123 I slot      release: id  6 | task 16913 | stop processing: n_tokens = 280, truncated = 0
46.15.440.897 I slot print_timing: id  8 | task 16926 | n_gen =    245, tg =   7.58 t/s, tg_3s =   7.49 t/s
46.15.441.117 I slot print_timing: id  9 | task 17002 | n_gen =    174, tg =   7.81 t/s, tg_3s =   7.49 t/s
46.15.441.566 I slot get_availabl: id  6 | task -1 | selected slot by LCP similarity, f_sim_best = 0.103 (> 0.100 thold), f_keep = 0.011
46.15.441.609 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 309.193 MiB)
46.15.533.042 I slot launch_slot_: id  6 | task 17183 | processing task, is_child = 0
46.17.056.249 I slot print_timing: id  8 | task 16926 | prompt eval time =     472.84 ms /    23 tokens (   20.56 ms per token,    48.64 tokens per second)
46.17.056.255 I slot print_timing: id  8 | task 16926 |        eval time =   33818.25 ms /   256 tokens (  132.62 ms per token,     7.54 tokens per second)
46.17.056.255 I slot print_timing: id  8 | task 16926 |       total time =   34291.09 ms /   279 tokens
46.17.056.256 I slot print_timing: id  8 | task 16926 |    graphs reused =      13854
46.17.056.311 I slot      release: id  8 | task 16926 | stop processing: n_tokens = 278, truncated = 0
46.17.056.973 I slot print_timing: id 11 | task 16993 | n_gen =    192, tg =   7.48 t/s, tg_3s =   7.59 t/s
46.17.202.510 I slot get_availabl: id  8 | task -1 | selected slot by LRU, t_last = 46031442047
46.17.202.563 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 309.693 MiB)
46.17.292.106 I slot launch_slot_: id  8 | task 17196 | processing task, is_child = 0
46.17.842.059 I slot print_timing: id  3 | task 17023 | n_gen =    168, tg =   7.69 t/s, tg_3s =   6.48 t/s
46.17.981.882 I slot print_timing: id  7 | task 17074 | n_gen =    119, tg =   7.52 t/s, tg_3s =   6.32 t/s
46.17.982.488 I slot print_timing: id 10 | task 16972 | n_gen =    215, tg =   7.32 t/s, tg_3s =   6.43 t/s
46.18.093.162 I slot print_timing: id  0 | task 16975 | n_gen =    214, tg =   7.39 t/s, tg_3s =   6.31 t/s
46.18.093.589 I slot print_timing: id  2 | task 16999 | n_gen =    192, tg =   7.53 t/s, tg_3s =   6.31 t/s
46.18.522.900 I slot print_timing: id  9 | task 17002 | n_gen =    194, tg =   7.65 t/s, tg_3s =   6.49 t/s
46.18.644.290 I slot print_timing: id  5 | task 17100 | n_gen =    100, tg =   7.60 t/s, tg_3s =   7.67 t/s
46.20.111.280 I slot print_timing: id 11 | task 16993 | n_gen =    214, tg =   7.45 t/s, tg_3s =   7.20 t/s
46.20.891.914 I slot print_timing: id  3 | task 17023 | n_gen =    194, tg =   7.79 t/s, tg_3s =   8.52 t/s
46.21.031.018 I slot print_timing: id  7 | task 17074 | n_gen =    145, tg =   7.69 t/s, tg_3s =   8.53 t/s
46.21.031.627 I slot print_timing: id 10 | task 16972 | n_gen =    241, tg =   7.44 t/s, tg_3s =   8.53 t/s
46.21.165.871 I slot print_timing: id  0 | task 16975 | n_gen =    240, tg =   7.49 t/s, tg_3s =   8.46 t/s
46.21.166.297 I slot print_timing: id  2 | task 16999 | n_gen =    218, tg =   7.63 t/s, tg_3s =   8.46 t/s
46.21.596.588 I slot print_timing: id  9 | task 17002 | n_gen =    220, tg =   7.74 t/s, tg_3s =   8.46 t/s
46.21.704.327 I slot print_timing: id  5 | task 17100 | n_gen =    126, tg =   7.77 t/s, tg_3s =   8.50 t/s
46.22.227.751 I slot print_timing: id  4 | task 17131 | n_gen =    100, tg =   7.83 t/s, tg_3s =   7.91 t/s
46.22.761.529 I slot print_timing: id 10 | task 16972 | prompt eval time =     570.77 ms /    22 tokens (   25.94 ms per token,    38.54 tokens per second)
46.22.761.534 I slot print_timing: id 10 | task 16972 |        eval time =   34006.85 ms /   256 tokens (  133.36 ms per token,     7.50 tokens per second)
46.22.761.534 I slot print_timing: id 10 | task 16972 |       total time =   34577.63 ms /   278 tokens
46.22.761.535 I slot print_timing: id 10 | task 16972 |    graphs reused =      13895
46.22.761.599 I slot      release: id 10 | task 16972 | stop processing: n_tokens = 277, truncated = 0
46.22.941.516 I slot get_availabl: id 10 | task -1 | selected slot by LRU, t_last = 46037147337
46.22.941.566 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 317.071 MiB)
46.23.035.708 I slot launch_slot_: id 10 | task 17242 | processing task, is_child = 0
46.23.342.606 I slot print_timing: id  0 | task 16975 | prompt eval time =     398.36 ms /    66 tokens (    6.04 ms per token,   165.68 tokens per second)
46.23.342.611 I slot print_timing: id  0 | task 16975 |        eval time =   34084.78 ms /   256 tokens (  133.67 ms per token,     7.48 tokens per second)
46.23.342.612 I slot print_timing: id  0 | task 16975 |       total time =   34483.14 ms /   322 tokens
46.23.342.613 I slot print_timing: id  0 | task 16975 |    graphs reused =      13895
46.23.342.653 I slot      release: id  0 | task 16975 | stop processing: n_tokens = 321, truncated = 0
46.23.344.789 I slot print_timing: id 11 | task 16993 | n_gen =    239, tg =   7.48 t/s, tg_3s =   7.73 t/s
46.23.344.800 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.176 (> 0.100 thold), f_keep = 0.009
46.23.344.847 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.570 MiB)
46.23.438.136 I slot launch_slot_: id  0 | task 17244 | processing task, is_child = 0
46.23.965.086 I slot print_timing: id  3 | task 17023 | n_gen =    214, tg =   7.65 t/s, tg_3s =   6.51 t/s
46.24.108.487 I slot print_timing: id  7 | task 17074 | n_gen =    165, tg =   7.52 t/s, tg_3s =   6.50 t/s
46.24.248.013 I slot print_timing: id  2 | task 16999 | n_gen =    238, tg =   7.52 t/s, tg_3s =   6.49 t/s
46.24.690.755 I slot print_timing: id  9 | task 17002 | n_gen =    240, tg =   7.61 t/s, tg_3s =   6.46 t/s
46.24.794.482 I slot print_timing: id  5 | task 17100 | n_gen =    146, tg =   7.56 t/s, tg_3s =   6.47 t/s
46.25.311.358 I slot print_timing: id  4 | task 17131 | n_gen =    120, tg =   7.57 t/s, tg_3s =   6.49 t/s
46.25.747.821 I slot print_timing: id 11 | task 16993 | prompt eval time =     438.96 ms /    60 tokens (    7.32 ms per token,   136.69 tokens per second)
46.25.747.825 I slot print_timing: id 11 | task 16993 |        eval time =   34237.61 ms /   256 tokens (  134.27 ms per token,     7.45 tokens per second)
46.25.747.826 I slot print_timing: id 11 | task 16993 |       total time =   34676.58 ms /   316 tokens
46.25.747.826 I slot print_timing: id 11 | task 16993 |    graphs reused =      13909
46.25.747.875 I slot      release: id 11 | task 16993 | stop processing: n_tokens = 315, truncated = 0
46.25.855.444 I slot get_availabl: id 11 | task -1 | selected slot by LCP similarity, f_sim_best = 0.107 (> 0.100 thold), f_keep = 0.010
46.25.855.489 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 312.444 MiB)
46.25.939.053 I slot launch_slot_: id 11 | task 17263 | processing task, is_child = 0
46.26.631.419 I slot print_timing: id  2 | task 16999 | prompt eval time =     688.77 ms /   174 tokens (    3.96 ms per token,   252.62 tokens per second)
46.26.631.424 I slot print_timing: id  2 | task 16999 |        eval time =   33906.76 ms /   256 tokens (  132.97 ms per token,     7.52 tokens per second)
46.26.631.424 I slot print_timing: id  2 | task 16999 |       total time =   34595.53 ms /   430 tokens
46.26.631.425 I slot print_timing: id  2 | task 16999 |    graphs reused =      13910
46.26.631.458 I slot      release: id  2 | task 16999 | stop processing: n_tokens = 429, truncated = 0
46.26.779.921 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 46041017195
46.26.779.972 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 308.756 MiB)
46.26.865.402 I slot launch_slot_: id  2 | task 17268 | processing task, is_child = 0
46.27.144.988 I slot print_timing: id  3 | task 17023 | n_gen =    236, tg =   7.57 t/s, tg_3s =   6.92 t/s
46.27.145.859 I slot print_timing: id  7 | task 17074 | n_gen =    186, tg =   7.44 t/s, tg_3s =   6.91 t/s
46.27.146.311 I slot print_timing: id  9 | task 17002 | prompt eval time =     479.83 ms /    23 tokens (   20.86 ms per token,    47.93 tokens per second)
46.27.146.315 I slot print_timing: id  9 | task 17002 |        eval time =   33849.06 ms /   256 tokens (  132.74 ms per token,     7.53 tokens per second)
46.27.146.316 I slot print_timing: id  9 | task 17002 |       total time =   34328.89 ms /   279 tokens
46.27.146.316 I slot print_timing: id  9 | task 17002 |    graphs reused =      13910
46.27.146.347 I slot      release: id  9 | task 17002 | stop processing: n_tokens = 278, truncated = 0
46.27.465.292 I slot get_availabl: id  9 | task -1 | selected slot by LCP similarity, f_sim_best = 0.103 (> 0.100 thold), f_keep = 0.011
46.27.465.340 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 311.444 MiB)
46.27.541.440 I slot launch_slot_: id  9 | task 17272 | processing task, is_child = 0
46.28.017.776 I slot print_timing: id  1 | task 17166 | n_gen =    100, tg =   6.96 t/s, tg_3s =   7.03 t/s
46.28.018.635 I slot print_timing: id  5 | task 17100 | n_gen =    164, tg =   7.27 t/s, tg_3s =   5.58 t/s
46.28.435.932 I slot print_timing: id  4 | task 17131 | n_gen =    137, tg =   7.21 t/s, tg_3s =   5.44 t/s
46.29.931.637 I slot print_timing: id  6 | task 17183 | n_gen =    100, tg =   7.10 t/s, tg_3s =   7.17 t/s
46.30.035.012 I slot print_timing: id  3 | task 17023 | prompt eval time =     558.42 ms /    21 tokens (   26.59 ms per token,    37.61 tokens per second)
46.30.035.016 I slot print_timing: id  3 | task 17023 |        eval time =   33913.62 ms /   256 tokens (  132.99 ms per token,     7.52 tokens per second)
46.30.035.017 I slot print_timing: id  3 | task 17023 |       total time =   34472.04 ms /   277 tokens
46.30.035.018 I slot print_timing: id  3 | task 17023 |    graphs reused =      13926
46.30.035.053 I slot      release: id  3 | task 17023 | stop processing: n_tokens = 276, truncated = 0
46.30.199.985 I slot print_timing: id  7 | task 17074 | n_gen =    207, tg =   7.38 t/s, tg_3s =   6.88 t/s
46.30.200.790 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.208 (> 0.100 thold), f_keep = 0.018
46.30.200.837 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 317.883 MiB)
46.30.289.595 I slot launch_slot_: id  3 | task 17293 | processing task, is_child = 0
46.31.036.853 I slot print_timing: id  1 | task 17166 | n_gen =    122, tg =   7.02 t/s, tg_3s =   7.29 t/s
46.31.037.658 I slot print_timing: id  5 | task 17100 | n_gen =    186, tg =   7.28 t/s, tg_3s =   7.29 t/s
46.31.552.760 I slot print_timing: id  4 | task 17131 | n_gen =    160, tg =   7.24 t/s, tg_3s =   7.38 t/s
46.31.774.840 I slot print_timing: id  8 | task 17196 | n_gen =    100, tg =   7.11 t/s, tg_3s =   7.18 t/s
46.32.937.483 I slot print_timing: id  6 | task 17183 | n_gen =    122, tg =   7.14 t/s, tg_3s =   7.32 t/s
46.33.259.843 I slot print_timing: id  7 | task 17074 | n_gen =    230, tg =   7.40 t/s, tg_3s =   7.52 t/s
46.34.112.084 I slot print_timing: id  1 | task 17166 | n_gen =    148, tg =   7.24 t/s, tg_3s =   8.45 t/s
46.34.112.901 I slot print_timing: id  5 | task 17100 | n_gen =    212, tg =   7.40 t/s, tg_3s =   8.45 t/s
46.34.608.582 I slot print_timing: id  4 | task 17131 | n_gen =    186, tg =   7.39 t/s, tg_3s =   8.51 t/s
46.34.848.513 I slot print_timing: id  8 | task 17196 | n_gen =    126, tg =   7.35 t/s, tg_3s =   8.46 t/s
46.35.983.186 I slot print_timing: id  6 | task 17183 | n_gen =    147, tg =   7.30 t/s, tg_3s =   8.21 t/s
46.36.303.762 I slot print_timing: id  7 | task 17074 | n_gen =    255, tg =   7.47 t/s, tg_3s =   8.21 t/s
46.36.415.537 I slot print_timing: id  7 | task 17074 | prompt eval time =     612.54 ms /    22 tokens (   27.84 ms per token,    35.92 tokens per second)
46.36.415.541 I slot print_timing: id  7 | task 17074 |        eval time =   34121.15 ms /   256 tokens (  133.81 ms per token,     7.47 tokens per second)
46.36.415.541 I slot print_timing: id  7 | task 17074 |       total time =   34733.69 ms /   278 tokens
46.36.415.542 I slot print_timing: id  7 | task 17074 |    graphs reused =      13971
46.36.415.589 I slot      release: id  7 | task 17074 | stop processing: n_tokens = 277, truncated = 0
46.36.598.665 I slot get_availabl: id  7 | task -1 | selected slot by LRU, t_last = 46050801330
46.36.598.713 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.821 MiB)
46.36.695.348 I slot launch_slot_: id  7 | task 17344 | processing task, is_child = 0
46.37.199.467 I slot print_timing: id  1 | task 17166 | n_gen =    170, tg =   7.22 t/s, tg_3s =   7.13 t/s
46.37.200.255 I slot print_timing: id  5 | task 17100 | n_gen =    234, tg =   7.38 t/s, tg_3s =   7.13 t/s
46.37.565.112 I slot print_timing: id 10 | task 17242 | n_gen =    100, tg =   7.16 t/s, tg_3s =   7.24 t/s
46.37.703.459 I slot print_timing: id  0 | task 17244 | n_gen =    100, tg =   7.21 t/s, tg_3s =   7.28 t/s
46.37.704.280 I slot print_timing: id  4 | task 17131 | n_gen =    208, tg =   7.36 t/s, tg_3s =   7.11 t/s
46.37.952.711 I slot print_timing: id  8 | task 17196 | n_gen =    148, tg =   7.31 t/s, tg_3s =   7.09 t/s
46.38.898.706 I slot print_timing: id  9 | task 17272 | prompt eval time =     478.14 ms /    29 tokens (   16.49 ms per token,    60.65 tokens per second)
46.38.898.710 I slot print_timing: id  9 | task 17272 |        eval time =   10879.11 ms /    85 tokens (  129.51 ms per token,     7.72 tokens per second)
46.38.898.711 I slot print_timing: id  9 | task 17272 |       total time =   11357.25 ms /   114 tokens
46.38.898.712 I slot print_timing: id  9 | task 17272 |    graphs reused =      13984
46.38.898.757 I slot      release: id  9 | task 17272 | stop processing: n_tokens = 113, truncated = 0
46.39.048.303 I slot print_timing: id  6 | task 17183 | n_gen =    169, tg =   7.28 t/s, tg_3s =   7.18 t/s
46.39.049.093 I slot get_availabl: id  9 | task -1 | selected slot by LCP similarity, f_sim_best = 0.103 (> 0.100 thold), f_keep = 0.027
46.39.049.136 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.445 MiB)
46.39.139.818 I slot launch_slot_: id  9 | task 17362 | processing task, is_child = 0
46.40.262.213 I slot print_timing: id  1 | task 17166 | n_gen =    192, tg =   7.22 t/s, tg_3s =   7.18 t/s
46.40.263.017 I slot print_timing: id  5 | task 17100 | prompt eval time =     463.79 ms /    46 tokens (   10.08 ms per token,    99.18 tokens per second)
46.40.263.022 I slot print_timing: id  5 | task 17100 |        eval time =   34649.95 ms /   256 tokens (  135.88 ms per token,     7.36 tokens per second)
46.40.263.022 I slot print_timing: id  5 | task 17100 |       total time =   35113.74 ms /   302 tokens
46.40.263.023 I slot print_timing: id  5 | task 17100 |    graphs reused =      13988
46.40.263.072 I slot      release: id  5 | task 17100 | stop processing: n_tokens = 301, truncated = 0
46.40.264.381 I slot print_timing: id 11 | task 17263 | n_gen =    100, tg =   7.14 t/s, tg_3s =   7.22 t/s
46.40.401.749 I slot get_availabl: id  5 | task -1 | selected slot by LRU, t_last = 46054648809
46.40.401.798 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.320 MiB)
46.40.491.500 I slot launch_slot_: id  5 | task 17371 | processing task, is_child = 0
46.40.768.118 I slot print_timing: id  0 | task 17244 | n_gen =    120, tg =   7.08 t/s, tg_3s =   6.53 t/s
46.40.768.938 I slot print_timing: id  4 | task 17131 | n_gen =    228, tg =   7.28 t/s, tg_3s =   6.53 t/s
46.40.770.008 I slot print_timing: id 10 | task 17242 | n_gen =    121, tg =   7.05 t/s, tg_3s =   6.55 t/s
46.41.046.058 I slot print_timing: id  8 | task 17196 | n_gen =    167, tg =   7.15 t/s, tg_3s =   6.14 t/s
46.41.271.169 I slot print_timing: id  2 | task 17268 | n_gen =    100, tg =   7.17 t/s, tg_3s =   7.24 t/s
46.42.118.647 I slot print_timing: id  6 | task 17183 | n_gen =    188, tg =   7.16 t/s, tg_3s =   6.19 t/s
46.43.282.974 I slot print_timing: id  1 | task 17166 | n_gen =    214, tg =   7.22 t/s, tg_3s =   7.28 t/s
46.43.284.991 I slot print_timing: id 11 | task 17263 | n_gen =    122, tg =   7.17 t/s, tg_3s =   7.28 t/s
46.43.840.914 I slot print_timing: id  0 | task 17244 | n_gen =    145, tg =   7.24 t/s, tg_3s =   8.14 t/s
46.43.841.603 I slot print_timing: id  3 | task 17293 | n_gen =    100, tg =   7.60 t/s, tg_3s =   7.68 t/s
46.43.841.821 I slot print_timing: id  4 | task 17131 | n_gen =    253, tg =   7.36 t/s, tg_3s =   8.14 t/s
46.43.843.035 I slot print_timing: id 10 | task 17242 | n_gen =    146, tg =   7.21 t/s, tg_3s =   8.14 t/s
46.44.113.801 I slot print_timing: id  8 | task 17196 | n_gen =    193, tg =   7.31 t/s, tg_3s =   8.48 t/s
46.44.228.741 I slot print_timing: id  4 | task 17131 | prompt eval time =     545.47 ms /    21 tokens (   25.97 ms per token,    38.50 tokens per second)
46.44.228.744 I slot print_timing: id  4 | task 17131 |        eval time =   34645.01 ms /   256 tokens (  135.86 ms per token,     7.36 tokens per second)
46.44.228.745 I slot print_timing: id  4 | task 17131 |       total time =   35190.48 ms /   277 tokens
46.44.228.746 I slot print_timing: id  4 | task 17131 |    graphs reused =      14013
46.44.228.789 I slot      release: id  4 | task 17131 | stop processing: n_tokens = 276, truncated = 0
46.44.375.271 I slot print_timing: id  2 | task 17268 | n_gen =    126, tg =   7.39 t/s, tg_3s =   8.38 t/s
46.44.376.895 I slot get_availabl: id  4 | task -1 | selected slot by LCP similarity, f_sim_best = 0.111 (> 0.100 thold), f_keep = 0.011
46.44.376.942 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.320 MiB)
46.44.473.334 I slot launch_slot_: id  4 | task 17402 | processing task, is_child = 0
46.45.243.684 I slot print_timing: id  6 | task 17183 | n_gen =    211, tg =   7.18 t/s, tg_3s =   7.36 t/s
46.46.295.547 I slot print_timing: id  1 | task 17166 | n_gen =    236, tg =   7.23 t/s, tg_3s =   7.30 t/s
46.46.297.539 I slot print_timing: id 11 | task 17263 | n_gen =    144, tg =   7.19 t/s, tg_3s =   7.30 t/s
46.46.962.006 I slot print_timing: id  0 | task 17244 | n_gen =    168, tg =   7.26 t/s, tg_3s =   7.37 t/s
46.46.962.630 I slot print_timing: id  3 | task 17293 | n_gen =    123, tg =   7.55 t/s, tg_3s =   7.37 t/s
46.46.964.112 I slot print_timing: id 10 | task 17242 | n_gen =    169, tg =   7.24 t/s, tg_3s =   7.37 t/s
46.47.234.732 I slot print_timing: id  8 | task 17196 | n_gen =    216, tg =   7.32 t/s, tg_3s =   7.37 t/s
46.47.461.475 I slot print_timing: id  2 | task 17268 | n_gen =    149, tg =   7.40 t/s, tg_3s =   7.45 t/s
46.48.315.845 I slot print_timing: id  6 | task 17183 | n_gen =    238, tg =   7.33 t/s, tg_3s =   8.79 t/s
46.48.532.845 I slot print_timing: id  1 | task 17166 | prompt eval time =     499.26 ms /    43 tokens (   11.61 ms per token,    86.13 tokens per second)
46.48.532.849 I slot print_timing: id  1 | task 17166 |        eval time =   34732.55 ms /   256 tokens (  136.21 ms per token,     7.34 tokens per second)
46.48.532.849 I slot print_timing: id  1 | task 17166 |       total time =   35231.81 ms /   299 tokens
46.48.532.850 I slot print_timing: id  1 | task 17166 |    graphs reused =      14043
46.48.532.886 I slot      release: id  1 | task 17166 | stop processing: n_tokens = 298, truncated = 0
46.48.535.061 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.158 (> 0.100 thold), f_keep = 0.010
46.48.535.105 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.508 MiB)
46.48.630.171 I slot launch_slot_: id  1 | task 17436 | processing task, is_child = 0
46.49.420.388 I slot print_timing: id 11 | task 17263 | n_gen =    168, tg =   7.26 t/s, tg_3s =   7.69 t/s
46.50.071.001 I slot print_timing: id  0 | task 17244 | n_gen =    192, tg =   7.32 t/s, tg_3s =   7.72 t/s
46.50.071.644 I slot print_timing: id  3 | task 17293 | n_gen =    147, tg =   7.58 t/s, tg_3s =   7.72 t/s
46.50.073.183 I slot print_timing: id 10 | task 17242 | n_gen =    193, tg =   7.29 t/s, tg_3s =   7.72 t/s
46.50.342.961 I slot print_timing: id  8 | task 17196 | n_gen =    240, tg =   7.35 t/s, tg_3s =   7.72 t/s
46.50.468.536 I slot print_timing: id  2 | task 17268 | n_gen =    172, tg =   7.43 t/s, tg_3s =   7.65 t/s
46.50.469.542 I slot print_timing: id  7 | task 17344 | n_gen =    100, tg =   7.46 t/s, tg_3s =   7.54 t/s
46.50.790.691 I slot print_timing: id  6 | task 17183 | prompt eval time =     453.85 ms /    29 tokens (   15.65 ms per token,    63.90 tokens per second)
46.50.790.695 I slot print_timing: id  6 | task 17183 |        eval time =   34803.78 ms /   256 tokens (  136.49 ms per token,     7.33 tokens per second)
46.50.790.696 I slot print_timing: id  6 | task 17183 |       total time =   35257.63 ms /   285 tokens
46.50.790.696 I slot print_timing: id  6 | task 17183 |    graphs reused =      14056
46.50.790.746 I slot      release: id  6 | task 17183 | stop processing: n_tokens = 284, truncated = 0
46.50.928.492 I slot get_availabl: id  6 | task -1 | selected slot by LRU, t_last = 46065176483
46.50.928.541 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.133 MiB)
46.51.019.991 I slot launch_slot_: id  6 | task 17454 | processing task, is_child = 0
46.52.526.723 I slot print_timing: id 11 | task 17263 | n_gen =    191, tg =   7.27 t/s, tg_3s =   7.40 t/s
46.52.637.177 I slot print_timing: id  8 | task 17196 | prompt eval time =     551.06 ms /    47 tokens (   11.72 ms per token,    85.29 tokens per second)
46.52.637.182 I slot print_timing: id  8 | task 17196 |        eval time =   34793.99 ms /   256 tokens (  136.45 ms per token,     7.33 tokens per second)
46.52.637.182 I slot print_timing: id  8 | task 17196 |       total time =   35345.05 ms /   303 tokens
46.52.637.183 I slot print_timing: id  8 | task 17196 |    graphs reused =      14064
46.52.637.235 I slot      release: id  8 | task 17196 | stop processing: n_tokens = 302, truncated = 0
46.52.781.556 I slot get_availabl: id  8 | task -1 | selected slot by LCP similarity, f_sim_best = 0.136 (> 0.100 thold), f_keep = 0.010
46.52.781.604 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 319.821 MiB)
46.52.874.393 I slot launch_slot_: id  8 | task 17467 | processing task, is_child = 0
46.53.103.221 I slot print_timing: id  0 | task 17244 | n_gen =    212, tg =   7.24 t/s, tg_3s =   6.60 t/s
46.53.103.883 I slot print_timing: id  3 | task 17293 | n_gen =    167, tg =   7.45 t/s, tg_3s =   6.60 t/s
46.53.104.996 I slot print_timing: id  9 | task 17362 | n_gen =    100, tg =   7.36 t/s, tg_3s =   7.43 t/s
46.53.105.202 I slot print_timing: id 10 | task 17242 | n_gen =    213, tg =   7.22 t/s, tg_3s =   6.60 t/s
46.53.543.575 I slot print_timing: id  2 | task 17268 | n_gen =    191, tg =   7.29 t/s, tg_3s =   6.18 t/s
46.53.544.582 I slot print_timing: id  7 | task 17344 | n_gen =    119, tg =   7.22 t/s, tg_3s =   6.18 t/s
46.54.193.036 I slot print_timing: id  5 | task 17371 | n_gen =    100, tg =   7.53 t/s, tg_3s =   7.61 t/s
46.54.710.688 I slot print_timing: id  5 | task 17371 | prompt eval time =     553.91 ms /    51 tokens (   10.86 ms per token,    92.07 tokens per second)
